City_ID,City,Cloudiness,Country,Date,Humidity,Latitude,Longitude,Max Temp,Wind Speed
283,Basoko,30,CD,1603739081,91,1.24,23.62,73.65,1.21
284,Santa Marta,17,CO,1603738807,72,11.24,-74.2,87.01,1.01
285,Mayumba,86,GA,1603739081,86,-3.43,10.66,76.95,5.77
286,Yar-Sale,59,RU,1603738946,96,66.83,70.83,7.97,7.02
287,Mattru,88,SL,1603739082,93,7.62,-11.83,76.77,4.32
288,Gladstone,40,AU,1603739082,94,-23.85,151.25,69.8,4.7
289,Kollam,75,IN,1603738927,79,8.88,76.6,84.2,4.7
290,Norman Wells,75,CA,1603738636,73,65.28,-126.83,24.8,21.92
291,Pidhorodne,0,UA,1603739082,71,48.58,35.11,50.0,13.42
292,Lafia,0,NG,1603739082,61,8.48,8.52,80.11,2.13
293,Bafoulabé,0,ML,1603739082,14,13.81,-10.83,85.75,3.02
294,Adrar,0,MR,1603738927,11,20.5,-10.07,91.67,8.1
295,Mendi,99,PG,1603738898,97,-6.18,143.65,51.94,2.93
296,Inta,0,RU,1603739083,92,66.03,60.17,13.78,6.55
297,The Pas,20,CA,1603738835,49,53.83,-101.25,24.8,10.29
298,Quzhou,100,CN,1603739083,82,28.96,118.87,62.19,4.07
299,Avera,90,US,1603738888,94,33.19,-82.53,69.8,5.82
300,Yulara,0,AU,1603738940,31,-25.24,130.99,60.8,5.82
301,Bonavista,100,CA,1603739083,52,48.65,-53.11,41.0,8.99
302,Aykhal,75,RU,1603738957,91,66.0,111.5,-5.8,2.24
303,Viedma,15,AR,1603739083,14,-40.81,-63.0,82.0,10.0
304,Esim,100,GH,1603739083,87,4.87,-2.24,78.28,7.76
305,Pascagoula,1,US,1603738940,65,30.37,-88.56,80.6,3.36
306,Lakes Entrance,92,AU,1603738915,96,-37.88,147.98,52.0,11.43
307,Manono,100,CD,1603739084,83,-7.3,27.42,72.16,1.74
308,Manokwari,0,ID,1603738801,74,-0.87,134.08,79.0,5.01
309,Santiago,0,CL,1603739060,26,-33.46,-70.65,82.99,6.93
310,George Town,20,MY,1603738842,88,5.41,100.34,77.0,3.36
311,Severnoye,100,RU,1603739084,96,56.35,78.36,42.75,11.32
312,Lagoa,100,PT,1603738946,87,39.05,-27.98,67.96,24.52
313,Kapuskasing,75,CA,1603739084,58,49.42,-82.43,28.4,5.82
314,Nkhata Bay,35,MW,1603739085,72,-11.61,34.29,77.29,5.77
315,Vänersborg,100,SE,1603739085,93,58.38,12.32,50.0,6.93
316,Longyearbyen,75,SJ,1603738659,79,78.22,15.64,23.0,11.41
317,Ouadda,0,CF,1603739085,69,8.08,22.4,70.77,3.15
318,Saint George,1,US,1603738807,20,37.1,-113.58,46.0,29.97
319,Livingstone,0,ZM,1603739085,24,-17.84,25.85,79.39,5.93
320,Yangi Marg`ilon,0,UZ,1603738924,53,40.43,71.72,50.0,6.93
321,Agirish,99,RU,1603739085,96,61.92,63.02,23.47,12.03
322,Itarema,0,BR,1603739086,66,-2.92,-39.92,83.62,15.64
323,Wanaka,100,NZ,1603739072,73,-44.7,169.15,48.99,1.99
324,Llandrindod Wells,5,GB,1603739086,89,52.24,-3.38,48.0,10.0
325,Bambanglipuro,100,ID,1603739086,87,-7.95,110.28,76.75,7.56
326,Khorramshahr,0,IR,1603739086,49,30.44,48.17,71.6,2.24
327,Krasnyy Yar,0,RU,1603739086,57,46.53,48.35,48.2,4.47
328,Oranjestad,40,AW,1603738959,66,12.52,-70.03,87.8,18.34
329,Buchmany,0,UA,1603739087,80,51.07,28.04,49.57,8.79
330,Huarmey,100,PE,1603738965,65,-10.07,-78.15,70.79,11.63
331,Onguday,62,RU,1603739087,88,50.75,86.15,32.25,4.05
332,Iwaki,71,JP,1603739087,98,37.05,140.88,51.01,5.37
333,Mirante do Paranapanema,90,BR,1603739087,93,-22.29,-51.91,66.2,13.87
334,Alyangula,100,AU,1603739087,94,-13.85,136.42,77.0,5.82
335,Khovd,0,MN,1603738735,77,48.01,91.64,28.87,1.12
336,Pontalina,98,BR,1603739088,63,-17.52,-49.45,84.33,6.62
337,Kungurtug,0,RU,1603739088,84,50.6,97.52,21.38,2.44
338,Conde,40,BR,1603739088,70,-7.26,-34.91,84.2,11.41
339,Pangnirtung,75,CA,1603738829,79,66.15,-65.71,19.4,6.93
340,Tabou,84,CI,1603739088,88,4.42,-7.35,78.28,6.98
341,Juruti,41,BR,1603739088,40,-2.15,-56.09,96.12,4.85
342,Kaitangata,99,NZ,1603738895,84,-46.28,169.85,50.0,1.01
343,Sørland,75,NO,1603738953,87,67.67,12.69,48.2,23.04
344,Bagrāmī,0,AF,1603739089,26,34.49,69.27,48.2,3.36
345,Ola,97,RU,1603739089,85,59.58,151.28,32.99,14.43
346,Khvoynaya,98,RU,1603739089,91,58.9,34.53,43.99,8.41
347,Half Moon Bay,1,US,1603738918,7,37.46,-122.43,66.99,21.92
348,Yumen,100,CN,1603738936,77,40.28,97.2,30.6,3.02
349,Tokonou,100,GN,1603739089,64,9.65,-9.78,74.79,0.4
350,Takoradze,100,GH,1603738959,88,4.88,-1.76,78.24,8.32
351,Moerai,100,PF,1603739089,82,-22.43,-151.33,73.09,20.74
352,San Cristobal,40,VE,1603738945,46,7.77,-72.22,91.4,4.7
353,Laguna,1,US,1603739090,11,38.42,-121.42,69.01,18.34
354,Hualmay,97,PE,1603739090,68,-11.1,-77.61,69.57,10.04
355,Tambun,20,ID,1603739090,88,-6.26,107.07,78.01,4.7
356,Bataiporã,100,BR,1603739090,93,-22.3,-53.27,69.58,5.66
357,São João de Pirabas,2,BR,1603739090,66,-0.77,-47.18,85.28,9.62
358,Berlevåg,20,NO,1603738893,86,70.86,29.09,33.8,21.92
359,Regeneração,100,BR,1603739090,43,-6.24,-42.69,92.43,1.97
360,Kalakamati,0,BW,1603739090,21,-20.59,27.31,80.6,6.93
361,Velyka Bahachka,100,UA,1603739091,59,49.79,33.72,52.5,12.12
362,Necochea,0,AR,1603738914,49,-38.55,-58.74,62.74,6.4
363,Quryq,0,KZ,1603739091,50,43.2,51.65,54.23,10.07
364,Sinnamary,0,GF,1603739073,69,5.38,-52.95,85.06,10.49
365,Sirte,0,LY,1603739091,71,31.21,16.59,72.99,18.3
366,Jatai,100,BR,1603739049,52,-17.88,-51.71,86.09,4.92
367,Ubari,70,LY,1603739091,24,26.59,12.78,74.91,11.48
368,Rivadavia,0,AR,1603739083,26,-33.19,-68.46,78.8,14.99
369,Singaraja,100,ID,1603739092,75,-8.11,115.09,79.47,5.37
370,Monrovia,100,LR,1603739092,81,6.3,-10.8,80.47,8.1
371,Pau Brasil,100,BR,1603739092,81,-15.46,-39.65,78.22,2.98
372,Middlebury (village),90,US,1603738814,93,44.02,-73.17,46.0,8.05
373,Peace River,90,CA,1603738961,89,56.25,-117.29,32.0,12.75
374,Zhaozhou,0,CN,1603739092,72,45.68,125.32,38.5,11.5
375,Glendive,1,US,1603739054,72,47.11,-104.71,16.0,18.34
376,Port Hedland,81,AU,1603738939,88,-20.32,118.57,69.8,11.41
377,Marystown,0,CA,1603739093,100,47.17,-55.15,43.0,8.01
378,Ashford,37,GB,1603738804,76,51.15,0.87,50.0,1.99
379,Roanoke Rapids,90,US,1603739093,93,36.46,-77.65,62.6,3.36
380,Zonguldak,0,TR,1603739093,89,41.25,31.83,56.91,3.31
381,Chanika,34,TZ,1603739093,92,-5.42,38.02,68.36,5.44
382,Berlin,20,DE,1603739093,93,52.52,13.41,55.0,3.36
383,Bud,90,US,1603739094,66,39.45,-86.18,51.01,8.05
384,Camacha,40,PT,1603738916,68,33.08,-16.33,66.2,9.17
385,Arrondissement du Havre,75,FR,1603739094,87,49.58,0.33,51.8,17.22
386,Samaipata,86,BO,1603739044,55,-18.15,-63.87,67.82,7.52
387,Gazli,49,UZ,1603739094,40,40.13,63.45,53.13,4.56
388,Cartagena del Chairá,12,CO,1603738884,42,1.33,-74.84,94.6,4.43
389,Verkhoyansk,100,RU,1603739094,89,67.54,133.38,5.11,2.73
390,Itupiranga,20,BR,1603739095,44,-5.13,-49.33,96.8,4.7
391,Salihorsk,0,BY,1603739095,83,52.79,27.54,48.45,9.19
392,Rio Grande,100,BR,1603738952,93,-32.03,-52.1,70.0,13.65
393,Porto-Novo,40,BJ,1603738739,83,6.5,2.6,82.4,11.41
394,Te Anau,69,NZ,1603738918,80,-45.42,167.72,43.56,2.98
395,Kiryat Gat,0,IL,1603738922,100,31.61,34.76,77.0,1.01
396,Laas,90,IT,1603738943,100,46.62,10.7,50.0,8.05
397,Escuinapa,40,MX,1603739095,56,22.85,-105.8,93.2,4.7
398,Lazarev,20,RU,1603739095,78,52.23,141.51,38.08,12.08
399,El Águila,40,CO,1603739096,57,4.91,-76.04,80.6,3.36
400,Chapais,90,CA,1603738900,86,49.78,-74.85,30.2,11.41
401,Andenes,0,NO,1603739096,80,69.31,16.12,41.0,13.87
402,Borogontsy,100,RU,1603739096,93,62.67,131.17,16.83,4.27
403,Verkh-Usugli,0,RU,1603739096,85,52.7,115.17,21.34,5.77
404,Mercedes,0,AR,1603738970,22,-34.65,-59.43,73.99,5.01
405,Cap Malheureux,0,MU,1603739096,74,-19.98,57.61,73.99,5.01
406,Nyurba,100,RU,1603738961,86,63.28,118.33,13.21,4.88
407,Varhaug,75,NO,1603738915,87,58.61,5.65,48.2,4.7
408,Sebrovo,85,RU,1603739097,82,50.1,43.3,43.0,1.01
409,Gewanē,0,ET,1603739097,26,10.17,40.65,81.25,13.35
410,Pavino,0,RU,1603739097,96,59.11,46.14,27.25,1.9
411,Lloydminster,75,CA,1603738803,86,53.28,-110.0,32.0,14.99
412,Sioux Lookout,75,CA,1603738840,63,50.1,-91.92,26.6,9.17
413,Neuquén,0,AR,1603738824,14,-38.95,-68.06,75.2,5.82
414,El Dorado,100,US,1603739097,11,38.77,-120.52,66.0,1.99
415,Stornoway,40,GB,1603739098,87,58.21,-6.39,48.2,11.41
416,Port Keats,67,AU,1603739098,83,-14.25,129.55,78.93,10.09
417,Olinda,75,BR,1603738917,62,-8.01,-34.86,86.0,9.17
418,La Santisima Trinidad,40,BO,1603739098,50,-14.83,-64.9,96.8,16.11
419,Salalah,0,OM,1603738780,61,17.02,54.09,78.8,5.82
420,Flin Flon,5,CA,1603738875,62,54.77,-101.86,23.0,9.17
421,Lakhi,0,PK,1603739099,69,27.85,68.7,73.4,2.04
422,Marawi,100,PH,1603739099,88,8.0,124.29,75.99,5.99
423,Thanh Hoa,100,VN,1603739099,89,19.8,105.77,71.6,5.61
424,Koulamoutou,100,GA,1603739099,94,-1.13,12.47,73.38,1.81
425,Hibbing,90,US,1603739099,58,47.43,-92.94,24.8,10.29
426,Kostanay,90,KZ,1603739099,97,53.17,63.58,32.0,26.84
427,Maragogi,0,BR,1603739099,73,-9.01,-35.22,79.84,16.58
428,Quito,40,EC,1603738861,27,-0.23,-78.52,78.8,6.93
429,Dwārka,0,IN,1603738935,49,22.24,68.97,83.75,10.13
430,Huntsville,90,US,1603738966,64,34.73,-86.59,75.0,4.7
431,Ancud,90,CL,1603738907,100,-41.87,-73.82,52.0,17.22
432,Shingū,14,JP,1603738779,68,33.73,135.98,53.24,5.95
433,Kimbe,100,PG,1603739100,88,-5.55,150.14,75.96,2.48
434,Unity,100,CA,1603739100,77,52.45,-109.17,30.49,11.41
435,Waddān,0,LY,1603739100,38,29.16,16.14,73.13,9.71
436,Srednekolymsk,0,RU,1603738931,91,67.45,153.68,6.71,7.23
437,Muravlenko,100,RU,1603739100,97,63.79,74.52,13.06,13.89
438,Kuantan,20,MY,1603739101,88,3.81,103.33,78.8,2.24
439,Limbang,75,MY,1603739101,94,4.75,115.0,75.2,10.29
440,Santa Maria,99,BR,1603738817,95,-29.68,-53.81,65.41,11.9
441,Dubbo,75,AU,1603738966,93,-32.25,148.62,50.0,8.05
442,Staszów,1,PL,1603739101,77,50.56,21.17,57.0,3.0
443,Mount Isa,90,AU,1603738819,32,-20.73,139.5,69.8,8.05
444,Mezen',100,RU,1603739101,96,65.85,44.24,26.73,12.5
445,Boueni,75,YT,1603739102,78,-12.9,45.08,78.8,4.7
446,Charyshskoye,100,RU,1603739102,77,51.4,83.56,36.68,5.68
447,Salta,40,AR,1603738923,41,-24.79,-65.41,77.0,5.82
448,Osoyoos,90,CA,1603739102,76,49.03,-119.45,32.0,8.05
449,Tauranga,57,NZ,1603739102,93,-37.69,176.17,62.01,1.01
450,Nazarovo,100,RU,1603739103,94,56.01,90.39,35.96,10.04
451,Cam Ranh,40,VN,1603739103,100,11.92,109.16,78.8,4.7
452,Nago,1,JP,1603738932,82,26.59,127.98,69.8,8.05
453,Comodoro Rivadavia,0,AR,1603739103,34,-45.87,-67.5,64.4,26.4
454,Mackenzie,90,CA,1603739103,92,55.3,-123.17,24.8,12.75
455,Ambilobe,15,MG,1603738924,72,-13.2,49.05,74.16,4.59
456,Malakal,50,SS,1603738899,88,9.53,31.66,74.19,4.05
457,Paita,0,PE,1603738928,57,-5.09,-81.11,78.8,9.17
458,Bose,100,IT,1603739104,94,45.46,8.01,53.01,1.01
459,Dudinka,40,RU,1603739104,84,69.41,86.18,1.4,0.47
460,Inírida,100,CO,1603739104,53,3.87,-67.92,91.31,2.06
461,Malindi,20,KE,1603739104,78,-3.22,40.12,80.6,11.41
462,Codrington,73,AU,1603738915,72,-38.27,141.97,48.63,12.44
463,Warmbad,0,NA,1603739105,32,-28.45,18.73,76.15,14.74
464,Bikin,24,RU,1603739105,92,46.82,134.26,34.99,3.38
465,Kosice,75,SK,1603739105,87,48.67,21.33,55.4,6.93
466,Poção de Pedras,63,BR,1603739106,44,-4.67,-44.85,93.81,5.1
467,Manzhouli,0,CN,1603739106,88,49.6,117.43,25.36,22.57
468,Zhigansk,100,RU,1603738881,91,66.77,123.37,-1.32,12.59
469,Lüshunkou,0,CN,1603739106,87,38.8,121.27,64.0,2.24
470,Hope,100,US,1603739106,94,33.67,-93.59,57.99,5.01
471,Enshi,98,CN,1603739106,68,30.3,109.48,59.14,0.54
472,Opuwo,52,NA,1603739107,36,-18.06,13.84,72.57,11.97
473,Gobabis,100,NA,1603739107,38,-22.45,18.97,73.4,1.25
474,Mana,7,GF,1603739107,66,5.66,-53.78,86.0,11.79
475,Sibolga,100,ID,1603739108,81,1.74,98.78,76.03,3.27
476,Tacuarembó,100,UY,1603739108,84,-31.73,-55.98,66.42,11.99
477,Springfield,90,US,1603738913,100,37.22,-93.3,36.0,12.75
478,St. George's,40,GD,1603739108,74,12.06,-61.75,86.0,17.22
479,Clearlake,14,US,1603739108,10,38.96,-122.63,66.0,5.99
480,Buchanan,100,LR,1603739024,87,5.88,-10.05,78.87,8.34
481,Quatre Cocos,40,MU,1603738934,73,-20.21,57.76,73.99,9.17
482,Kruisfontein,100,ZA,1603738862,91,-34.0,24.73,64.0,8.01
483,Coreaú,7,BR,1603739108,29,-3.53,-40.66,96.58,7.78
484,Poum,1,NC,1603738936,80,-20.23,164.02,75.67,15.66
485,Nioro,0,GM,1603739109,37,13.35,-15.75,86.59,4.21
486,Bilibino,100,RU,1603738902,94,68.05,166.44,8.44,3.02
487,Norfolk,90,US,1603739010,76,42.17,-71.25,54.0,3.36
488,Dedza,7,MW,1603739109,61,-14.38,34.33,65.25,3.56
489,Broken Hill,18,AU,1603738941,93,-31.95,141.43,48.2,3.36
490,Qasigiannguit,75,GL,1603739109,67,68.82,-51.19,19.4,5.82
491,Ferry Pass,40,US,1603739109,61,30.51,-87.21,84.99,6.93
492,Prince Rupert,90,CA,1603739110,87,54.32,-130.32,50.0,14.99
493,Batagay-Alyta,100,RU,1603738759,84,67.8,130.41,6.58,2.28
494,Xicoténcatl,0,MX,1603739110,60,23.02,-98.88,89.01,10.0
495,Stokmarknes,40,NO,1603739110,70,68.56,14.91,48.2,2.24
496,Ivanteyevka,100,RU,1603739110,70,55.97,37.92,46.4,4.47
497,Itaituba,40,BR,1603738857,53,-4.28,-55.98,95.0,2.26
498,Rabo de Peixe,20,PT,1603739110,82,37.8,-25.58,68.0,19.46
499,Santa Isabel Rio Negro,50,BR,1603739111,51,-0.41,-65.02,92.14,4.59
500,Ringsted,100,DK,1603739111,93,55.44,11.79,51.8,9.17
501,Juegang,100,CN,1603739111,1,32.32,121.19,64.0,2.8
502,Newport,0,GB,1603739111,89,51.59,-3.0,52.0,13.87
503,Mpanda,93,TZ,1603739111,68,-6.37,31.04,73.94,4.14
504,Exeter,16,GB,1603738858,93,50.72,-3.53,48.0,11.77
505,Praia,75,CV,1603739111,69,14.92,-23.51,82.4,18.34
506,Clyde River,90,CA,1603738927,72,70.47,-68.59,14.0,16.11
507,Daru,39,PG,1603739111,86,-9.08,143.21,77.81,7.23
508,San Miguel de Tucumán,0,AR,1603738982,26,-26.82,-65.22,84.2,10.29
509,Maumere,100,ID,1603739112,77,-8.62,122.21,80.08,5.75
510,Kysyl-Syr,99,RU,1603739112,92,63.9,122.76,8.64,7.11
511,Ucluelet,90,CA,1603739094,87,48.93,-125.55,46.99,2.24
512,Qaqortoq,75,GL,1603739112,28,60.72,-46.03,46.4,14.99
513,Hay River,75,CA,1603739109,85,60.82,-115.8,24.8,5.82
514,Mehamn,0,NO,1603738949,85,71.04,27.85,32.0,13.87
515,Mwinilunga,100,ZM,1603739113,49,-11.74,24.43,74.55,4.68
516,Krasnoarmeysk,0,RU,1603739113,75,51.02,45.7,41.0,4.0
517,Voh,2,NC,1603739113,85,-20.97,164.7,70.99,4.54
518,Najrān,0,SA,1603739114,20,17.49,44.13,68.0,2.17
519,San Miguel,100,SV,1603739114,79,13.48,-88.18,86.0,2.8
520,Along,9,IN,1603739114,88,28.17,94.77,64.72,1.54
521,Bairiki Village,75,KI,1603738936,78,1.33,172.98,78.8,3.36
522,Isabela,75,PH,1603739114,94,6.71,121.97,77.0,2.24
523,Abbeville,68,FR,1603739115,79,50.1,1.83,48.99,10.85
524,Ipixuna,75,BR,1603739115,70,-1.76,-48.8,87.8,12.75
525,Caravelas,0,BR,1603738910,75,-17.71,-39.25,78.91,9.64
526,Kakamega,75,KE,1603739115,73,0.28,34.75,73.4,3.36
527,Oga,90,IT,1603739115,100,46.46,10.35,39.99,6.93
528,Imbituba,75,BR,1603738854,65,-28.24,-48.67,78.8,14.99
529,Kavieng,100,PG,1603738895,68,-2.57,150.8,82.63,6.78
530,Eenhana,95,NA,1603739115,12,-17.47,16.33,93.2,2.24
531,Ihosy,22,MG,1603739116,78,-22.4,46.12,67.51,6.8
532,Auki,75,SB,1603739116,84,-8.77,160.7,77.4,2.75
533,Pimentel,0,PE,1603739116,57,-6.84,-79.93,75.2,14.99
534,Bereket,100,TM,1603739116,27,39.24,55.52,64.69,5.75
535,Fier,0,AL,1603739116,75,40.72,19.56,61.65,4.52
536,Baruun-Urt,0,MN,1603738918,78,46.68,113.28,22.75,7.18
537,Seoul,1,KR,1603739104,100,37.57,126.98,46.4,1.16
538,Aksu,29,CN,1603738846,49,41.12,80.26,46.08,3.91
539,Alice Springs,0,AU,1603738931,37,-23.7,133.88,55.4,3.36
540,Rome,90,US,1603739117,93,43.21,-75.46,46.4,6.93
541,Bella Vista,90,US,1603738852,100,36.43,-94.23,37.99,6.93
542,Hīt,0,IQ,1603739117,25,33.64,42.83,67.1,2.01
543,Leh,0,IN,1603738906,66,34.17,77.58,29.23,2.55
544,Thasos,0,GR,1603739117,87,40.69,24.65,63.0,3.36
545,Mormugao,75,IN,1603739117,94,15.4,73.8,78.8,11.41
546,Noumea,0,NC,1603738975,82,-22.28,166.46,66.2,3.36
547,Saint-Joseph,47,RE,1603738932,83,-21.37,55.62,71.6,5.82
548,São Borja,85,BR,1603739118,82,-28.66,-56.0,69.08,13.96
549,Guane,100,CU,1603739118,88,22.2,-84.09,79.43,15.86
550,Ningyang,100,CN,1603739109,58,35.76,116.79,57.78,2.73
551,Grindavik,75,IS,1603739118,86,63.84,-22.43,41.0,17.22
552,Pamekasan,59,ID,1603739118,80,-7.16,113.47,80.83,7.18
553,Manadhoo,18,MV,1603738906,78,5.77,73.38,82.13,9.64
554,Rusnė,40,LT,1603739118,93,55.3,21.38,53.6,8.95
555,Meulaboh,99,ID,1603738952,87,4.14,96.13,76.91,4.03
556,Phalaborwa,0,ZA,1603739119,57,-23.94,31.14,78.8,3.36
557,Mgandu,97,TZ,1603739119,54,-5.95,34.13,70.7,6.22
558,Minna,100,NG,1603739119,74,9.61,6.56,84.2,4.7
559,Carora,78,VE,1603739119,44,10.18,-70.08,90.32,7.83
560,Xichang,100,CN,1603738898,71,27.9,102.26,60.67,1.41
561,Kulhudhuffushi,50,MV,1603739002,75,6.62,73.07,82.47,5.73
562,Obihiro,9,JP,1603738996,79,42.92,143.2,40.03,2.48
563,Jumla,0,NP,1603738870,59,29.27,82.18,42.28,4.63
564,Gamba,100,GA,1603738922,86,-2.65,10.0,76.71,7.31
565,Diapaga,0,BF,1603739120,23,12.07,1.79,84.33,5.68
566,Sitka,90,US,1603738914,87,57.05,-135.33,51.8,5.82
567,Knysna,90,ZA,1603739120,100,-34.04,23.05,62.6,14.99
